WP_482267108.1	tr|J9UX73|J9UX73_STRMG	97.563	1354	33	0	1	1354	207	1560	0.0	2680	100
WP_482267108.1	tr|J9V0U4|J9V0U4_STRMG	95.796	1356	55	1	1	1354	207	1562	0.0	2633	100
WP_482267108.1	tr|A0A2D1CNN0|A0A2D1CNN0_STRMG	95.723	1356	56	1	1	1354	207	1562	0.0	2631	100
WP_482267108.1	tr|J9V515|J9V515_STRMG	95.649	1356	57	1	1	1354	207	1562	0.0	2630	100
WP_482267108.1	tr|A0A2D1CKS7|A0A2D1CKS7_STRMG	95.723	1356	56	1	1	1354	207	1562	0.0	2630	100
WP_482267108.1	tr|A0A2D1CNF3|A0A2D1CNF3_STRMG	96.503	1344	45	1	13	1354	219	1562	0.0	2627	99
WP_482267108.1	tr|J9V0S3|J9V0S3_STRMG	95.206	1356	63	1	1	1354	207	1562	0.0	2619	100
WP_482267108.1	tr|A0A2D1CKV9|A0A2D1CKV9_STRMG	95.280	1356	62	1	1	1354	207	1562	0.0	2619	100
WP_482267108.1	tr|A0A0A0RAL5|A0A0A0RAL5_STRMG	95.206	1356	63	1	1	1354	207	1562	0.0	2618	100
WP_482267108.1	tr|A0A2D1CKS9|A0A2D1CKS9_STRMG	95.133	1356	64	1	1	1354	207	1562	0.0	2618	100
WP_482267108.1	tr|J9V4Z4|J9V4Z4_STRMG	95.133	1356	64	1	1	1354	207	1562	0.0	2617	100
WP_482267108.1	tr|A0A2D1CKV8|A0A2D1CKV8_STRMG	95.133	1356	64	1	1	1354	207	1562	0.0	2617	100
WP_482267108.1	tr|J9UHA5|J9UHA5_STRMG	95.133	1356	64	1	1	1354	207	1562	0.0	2616	100
WP_482267108.1	tr|A0A2D1CKW3|A0A2D1CKW3_STRMG	95.206	1356	63	1	1	1354	207	1562	0.0	2616	100
WP_482267108.1	tr|A0A2D1CKS4|A0A2D1CKS4_STRMG	95.059	1356	65	1	1	1354	207	1562	0.0	2614	100
WP_482267108.1	tr|J9V0N8|J9V0N8_STRMG	95.059	1356	65	1	1	1354	207	1562	0.0	2614	100
WP_482267108.1	tr|A0A0A0R8H6|A0A0A0R8H6_STRMG	94.985	1356	66	1	1	1354	207	1562	0.0	2613	100
WP_482267108.1	tr|A0A0A0R8H3|A0A0A0R8H3_STRMG	94.985	1356	66	1	1	1354	207	1562	0.0	2612	100
WP_482267108.1	tr|A0A2D1CKU1|A0A2D1CKU1_STRMG	94.985	1356	66	1	1	1354	207	1562	0.0	2612	100
WP_482267108.1	tr|A0A2D1CKT8|A0A2D1CKT8_STRMG	94.838	1356	68	1	1	1354	207	1562	0.0	2608	100
WP_482267108.1	tr|A0A2D1CKU2|A0A2D1CKU2_STRMG	94.617	1356	71	1	1	1354	207	1562	0.0	2603	100
WP_482267108.1	tr|A0A2D1CNG3|A0A2D1CNG3_STRMG	94.838	1356	68	1	1	1354	207	1562	0.0	2417	100
WP_482267108.1	tr|A0A0A0RAT8|A0A0A0RAT8_STRMG	94.985	1356	66	1	1	1354	207	1562	0.0	2414	100
WP_482267108.1	tr|A0A2D1CKQ2|A0A2D1CKQ2_STRMG	93.240	1361	84	3	1	1354	207	1566	0.0	2387	100
WP_482267108.1	tr|A0A2D1CKQ1|A0A2D1CKQ1_STRMG	93.387	1361	82	3	1	1354	207	1566	0.0	2384	100
WP_482267108.1	tr|J9V761|J9V761_STRMG	93.387	1361	82	3	1	1354	207	1566	0.0	2383	100
WP_482267108.1	tr|A0A2D1CKQ9|A0A2D1CKQ9_STRMG	93.314	1361	83	3	1	1354	207	1566	0.0	2382	100
WP_482267108.1	tr|A0A2D1CNL1|A0A2D1CNL1_STRMG	93.461	1361	81	3	1	1354	207	1566	0.0	2382	100
WP_482267108.1	tr|A0A2D1CKR2|A0A2D1CKR2_STRMG	93.167	1361	85	3	1	1354	207	1566	0.0	2378	100
WP_482267108.1	tr|J9V2E6|J9V2E6_STRMG	92.652	1361	92	3	1	1354	207	1566	0.0	2376	100
WP_482267108.1	tr|J9V0T9|J9V0T9_STRMG	93.534	1361	80	3	1	1354	207	1566	0.0	2369	100
WP_482267108.1	tr|A0A2D1CKR3|A0A2D1CKR3_STRMG	93.387	1361	82	3	1	1354	207	1566	0.0	2366	100
WP_482267108.1	tr|A8R5D6|A8R5D6_STRMG	93.314	1361	83	3	1	1354	207	1566	0.0	2364	100
WP_482267108.1	tr|J9UHB3|J9UHB3_STRMG	93.240	1361	84	3	1	1354	207	1566	0.0	2362	100
WP_482267108.1	tr|J9V0R8|J9V0R8_STRMG	93.240	1361	84	3	1	1354	207	1566	0.0	2361	100
WP_482267108.1	tr|A0A0A0R881|A0A0A0R881_STRMG	93.167	1361	85	3	1	1354	207	1566	0.0	2360	100
WP_482267108.1	tr|A0A0A0RAL7|A0A0A0RAL7_STRMG	93.093	1361	86	3	1	1354	207	1566	0.0	2358	100
WP_482267108.1	tr|A0A0A0R5F5|A0A0A0R5F5_STRMG	93.093	1361	86	3	1	1354	207	1566	0.0	2358	100
WP_482267108.1	tr|A0A2D1CKT5|A0A2D1CKT5_STRMG	93.093	1361	86	3	1	1354	207	1566	0.0	2357	100
WP_482267108.1	tr|A0A0A0RAT9|A0A0A0RAT9_STRMG	93.093	1361	86	3	1	1354	207	1566	0.0	2357	100
WP_482267108.1	tr|J9V290|J9V290_STRMG	92.873	1361	89	3	1	1354	207	1566	0.0	2351	100
WP_482267108.1	tr|J9V282|J9V282_STRMG	92.799	1361	90	3	1	1354	207	1566	0.0	2350	100
WP_482267108.1	tr|J9UH75|J9UH75_STRMG	93.387	1361	82	3	1	1354	207	1566	0.0	2350	100
WP_482267108.1	tr|A0A0A0R886|A0A0A0R886_STRMG	92.799	1361	90	3	1	1354	207	1566	0.0	2350	100
WP_482267108.1	tr|A0A2D1CNJ7|A0A2D1CNJ7_STRMG	92.726	1361	91	3	1	1354	207	1566	0.0	2349	100
WP_482267108.1	tr|A0A2D1CKP4|A0A2D1CKP4_STRMG	93.314	1361	83	3	1	1354	207	1566	0.0	2347	100
WP_482267108.1	tr|A0A2D1CKB3|A0A2D1CKB3_STRMG	93.240	1361	84	3	1	1354	207	1566	0.0	2344	100
WP_482267108.1	tr|A0A2D1CKQ7|A0A2D1CKQ7_STRMG	92.506	1361	94	3	1	1354	207	1566	0.0	2343	100
WP_482267108.1	tr|A0A2D1CNE1|A0A2D1CNE1_STRMG	93.314	1361	83	3	1	1354	207	1566	0.0	2337	100
WP_482267108.1	tr|A0A0A0RAT7|A0A0A0RAT7_STRMG	91.159	1346	77	5	11	1354	168	1473	0.0	2333	99
WP_482267108.1	tr|A0A0A0R5F1|A0A0A0R5F1_STRMG	86.701	1361	107	6	1	1354	207	1500	0.0	2163	100
WP_482267108.1	tr|G5JVU2|G5JVU2_9STRE	84.251	1308	179	4	66	1354	272	1571	0.0	2113	95
WP_482267108.1	tr|A0ABD7NBU1|A0ABD7NBU1_9STRE	73.229	1412	280	9	26	1352	398	1796	0.0	1987	98
WP_482267108.1	tr|Q59HN9|Q59HN9_STRDO	72.598	1332	351	6	32	1354	239	1565	0.0	1940	98
WP_482267108.1	tr|A0A380JFD0|A0A380JFD0_STRDO	72.598	1332	351	6	32	1354	239	1565	0.0	1940	98
WP_482267108.1	tr|Q55308|Q55308_9STRE	72.297	1332	355	6	32	1354	240	1566	0.0	1933	98
WP_482267108.1	tr|A0ABV8D2H3|A0ABV8D2H3_9STRE	76.201	1332	314	3	25	1354	228	1558	0.0	1932	98
WP_482267108.1	tr|A0ABM6W625|A0ABM6W625_9STRE	72.297	1332	355	6	32	1354	240	1566	0.0	1921	98
WP_482267108.1	tr|Q53414|Q53414_9STRE	71.739	1334	359	6	32	1354	240	1566	0.0	1907	98
WP_482267108.1	tr|Q54183|Q54183_STRGN	71.207	1351	364	8	26	1354	219	1566	0.0	1867	98
WP_482267108.1	tr|Q54185|Q54185_STRGN	70.335	1345	380	7	26	1354	231	1572	0.0	1860	98
WP_482267108.1	tr|A0A3R8LRA8|A0A3R8LRA8_9STRE	71.856	1336	351	9	26	1354	231	1548	0.0	1842	98
WP_482267108.1	tr|A0A1L7LKM6|A0A1L7LKM6_9STRE	88.391	1094	119	3	1	1087	145	1237	0.0	1796	80
WP_482267108.1	sp|P21979|SPAA_STRDO	70.091	1324	340	9	32	1346	252	1528	0.0	1795	97
WP_482267108.1	tr|A0A1X1ILQ5|A0A1X1ILQ5_STROR	66.367	1335	422	9	26	1354	231	1544	0.0	1749	98
WP_482267108.1	tr|T1ZHQ3|T1ZHQ3_STRIT	74.781	1257	206	11	104	1350	152	1307	0.0	1740	92
WP_482267108.1	tr|R4WLP3|R4WLP3_STRMG	93.901	951	56	1	1	949	207	1157	0.0	1598	70
